title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa
TOUCHtr4ck: democratic collaborative music,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
TViews: An Extensible Architecture for Multiuser Digital Media Tables,2006.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,TViews,
Table-centric interactive spaces for real-time collaboration,2006.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Tables in the wild: Lessons learned from a large-scale multi-tabletop deployment,2013.0,Scopus,Study evaluating digital tabletop techniques,Accepted,SMART tables,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,SMART Table,
Tabletop AgilePlanner: A tabletop-based project planning tool for agile software development teams,2008.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,SMART Board,
Tabletop File System Access: Associative and Hierarchical Approaches,2007.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,,
Tabletop Interface Design: Developing and Using Usability Heuristics,2021.0,Springer Link,Study evaluating digital tabletop techniques,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,
Tabletop concept mapping,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tabletop displays for small group study: affordances of paper and digital materials,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Tabletop games for photo consumption at theme parks,2012.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Touch,Colaboração presencial,,"50"""
Tabletop sharing of digital photographs for the elderly,2006.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
TabletopCars: interaction with active tangible remote controlled cars,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Microsoft Surface + Tangibles,30”
TangiTime: designing a (socio)enactive experience for deep time in an educational exhibit,2019.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tangible 3D tabletops: Combining tangible tabletop interaction and 3D projection,2012.0,Scopus,Study describing digital tabletop techniques,Accepted,,"Rear-Projected, Front-Projected","Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,53”
Tangible 3D urban simulation table,2014.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tangible Awareness: How Tangibles on Tabletops Influence Awareness of Each Other's Actions,2018.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,"Microsoft’s Surface Hub 84""",84”
Tangible BioNets: Multi-Surface and Tangible Interactions for Exploring Structural Features of Biological Networks,2019.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction Cell Ultra-Thin Bezel (MT553UTB) x3,90”
Tangible Chromatin: Tangible and Multi-surface Interactions for Exploring Datasets from High-Content Microscopy Experiments,2022.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction Cell Ultra-Thin Bezel (MT553UTB) x3,90”
Tangible Interaction and Teacher Education: Creating Resources for Students with Different Communication Processes,2019.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tangible Map: Designing and Assessing Spatial Information Retrieval Through a Tactile Interface,2019.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,
Tangible Mixed Reality On-Site: Interactive Augmented Visualisations from Architectural Working Models in Urban Design,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Pure-Vision-Based,"Multi-touch, Tangibility",Colaboração presencial,,
Tangible Reels: Construction and Exploration of Tangible Maps by Visually Impaired Users,2016.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,39”
Tangible Tens: Evaluating a Training of Basic Numerical Competencies with an Interactive Tabletop,2018.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Tangible Tensors: An Interactive System for Grasping Trends in Biological Systems Modeling,2019.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction Cell Ultra-Thin Bezel (MT553UTB),"55"""
Tangible User Interface to Learn about Voronoi Diagrams,2022.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Tangibility,Colaboração presencial,,"55"""
Tangible Voting: A Technique for Interacting with Group Choices on a Tangible Tabletop,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tangible anchoring: Grasping news and public opinion,2010.0,Scopus,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pen, Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Tangible and Wearable User Interfaces for Supporting Collaboration among Emergency Workers,2012.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Wearables","Multi-touch, Tangibility",Colaboração presencial,MultiTaction MT550 + Wearable,"55"""
Tangible bots: interaction with active tangibles in tabletop interfaces,2011.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Tangible interaction in tabletop games: studying iconic and symbolic play pieces,2007.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Electrical-Based, Tangible-Tokens","Tangibility, Touch",Colaboração presencial,,
Tangible interactions on a flat panel display using actuated paper sheets,2012.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,
Tangible jukebox: back to palpable music,2010.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Tangible mixed reality for remote design review: a study understanding user perception and acceptance,2013.0,Springer Link,Study evaluating digital tabletop techniques,Accepted,,Headset,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tangible mtDNA: A Tangible Tabletop System for Exploring Genetic Mutations on Mitochondrial DNA Cancer Data,2017.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction Cell Ultra-Thin Bezel (MT553UTB),"55"""
Tangible navigation and object manipulation in virtual environments,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Pure-Vision-Based,"Multi-touch, Tangibility",Colaboração presencial,,50”
Tangible optical chess: a laser strategy game on an interactive tabletop,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Multi-touch, Tangibility",Colaboração presencial,TTT (Tangible Tracking Table),
Tangible tabletops for emergency response: an exploratory study,2013.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Pen, Tangible-Tokens",Tangibility,Colaboração presencial,,
Tangible-Based Assessment of Collaborative Problem Solving,2014.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,58”
TangibleGrid: Tangible Web Layout Design for Blind Users,2022.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,,Tangible-Tokens,Tangibility,Usuário único,,
Task Assignment and Visualization on Tabletops and Smartphones,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Task Performance vs. Learning Outcomes: A Study of a Tangible User Interface in the Classroom,2010.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,TinkerLamp,
Teachable Reality: Prototyping Tangible Augmented Reality with Everyday Objects by Leveraging Interactive Machine Teaching,2023.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Headset,"Pure-Vision-Based, Tangible-Tokens","Gesture, Tangibility",Usuário único,,
TeamSearch: comparing techniques for co-present collaborative search of digital media,2006.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
TeamTag: exploring centralized versus replicated controls for co-located tabletop groupware,2006.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
TerraGuide: Design and Evaluation of a Multi-Surface Environment for Terrain Visibility Analysis,2015.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Territorial coordination and workspace awareness in remote tabletop collaboration,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,,
The 3D Tractus: a three-dimensional drawing board,2006.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Pen,Tangibility,Usuário único,,
The Collaborative Workspace: A Co-located Tabletop Device to Support Meetings,2009.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,,
The ColorTable: a design story,2008.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,
The Effect of View Techniques on Collaboration and Awareness in Tabletop Map-Based Tasks,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,55”
The EventTable technique: distributed fiducial markers,2009.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,EventTable,
The Hyper Drumhead: A Musical Instrument For The Audio/Visual Manipulation Of Sound Waves,2022.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,Na descrição tem a info https://youtu.be/_qLwJC4PYR0,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
The Influence of Multi-Touch Interaction on Procedural Training,2015.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,Microsoft Perceptive Pixel,"55"""
The MusicPatterns,2010.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
The Space Journey Game: An Intergenerational Pervasive Experience,2019.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,NIKVision,
The TViews Table in the Home,2007.0,IEEE Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,TViews,
"The conceptual framing, design and evaluation of device ecologies for collaborative activities",2012.0,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,Microsoft Surface,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
The design of a collaborative interface for narration to support reconciliation in a conflict,2009.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
The design of t-vote: a tangible tabletop application supporting children's decision making,2011.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,
"The design, development, and deployment of a tabletop interface for collaborative exploration of genomic data",2012.0,Science@Direct,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
The eLabBench in the wild: supporting exploration in a molecular biology lab,2012.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Pen, Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
The effects of interaction techniques on talk patterns in collaborative peer learning around interactive tables,2011.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,56.5”
The fun.tast.tisch. project: a novel approach to neuro-rehabilitation using an interactive multiuser multitouch tabletop,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
"The living-room: browsing, organizing and presenting digital image collections in interactive environments",2007.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Tangibility, Touch",Colaboração presencial,,79”
The multi-touch SoundScape renderer,2008.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
The music pattern: A creative tabletop music creation platform,2011.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
The reacTable: a tangible tabletop musical instrument and collaborative workbench,2006.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
The reacTable: exploring the synergy between live music performance and tabletop tangible interfaces,2007.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,reacTable,
The reactable: tangible and tabletop music performance,2010.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,reacTable,
ThinSight: a thin form-factor interactive surface technology,2009.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Usuário único,,
Three around a Table: The Facilitator Role in a Co-located Interface for Social Competence Training of Children with Autism Spectrum Disorder,2011.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
TinkerLamp 2.0: Designing and Evaluating Orchestration Technologies for the Classroom,2012.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,TinkerLamp 2.0,
TinkerSheets: using paper forms to control and visualize tangible simulations,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,TinkerTable,
Tisch digital tools supporting board games,2012.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
"Touch, click, navigate: comparing tabletop and desktop interaction for map navigation tasks",2012.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Touchers and mousers: commonalities and differences in co-located collaboration with multiple input devices,2008.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,[braccetto] research platform,46’’
Touching dante: a proximity-based paradigm for tabletop browsing,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Touching the depths: introducing tabletop interaction to reservoir engineering,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Toward Universal Tangible Objects: Optimizing Haptic Pinching Sensations in 3D Interaction,2019.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Headset,Tangible-Tokens,Tangibility,Usuário único,,
Toward emotional interactive videogames for children with autism spectrum disorder,2020.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,NIKVision,
Toward understanding the importance of gesture in distributed scientific collaboration,2007.0,Springer Link,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Towards Geospatial Tangible User Interfaces: An Observational User Study Exploring Geospatial Interactions of the Novice,2016.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,58”
Towards Multimodal 3D Tabletop Interaction Using Sensor Equipped Mobile Devices,2013.0,Springer Link,Study describing digital tabletop techniques,Accepted,,"Multi-Device, Rear-Projected","Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Towards New Human-Machine Systems in contexts involving interactive table and tangible objects,2010.0,Science@Direct,Study describing digital tabletop techniques,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense,42.5”
Towards Utopia: designing tangibles for learning,2011.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Towards a Mixed-Reality Interface for Mind-Mapping,2017.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,
Towards a framework for geospatial tangible user interfaces in collaborative urban planning,2018.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,58”
Towards fast multi-point force and hit detection in tabletops using mechanically intercoupled force sensing resistors,2012.0,Scopus,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,reacTable,
Trackable Interactive Multimodal Manipulatives: Towards a Tangible User Environment for the Blind,2012.0,Springer Link,Study describing digital tabletop techniques,Accepted,,,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Usuário único,Z USA FEEDBACK POR SOM,
Trains of thought on the tabletop: visualizing association of ideas improves creativity,2013.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,DiamondTouch,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Trajectories of Physical Engagement and Expression in a Co-Creative Museum Installation,2019.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,TuneTable,
Transforming Lives Through Story Immersion: Innovation of Aphasia Rehabilitation Therapy through Storytelling Learning Landscapes,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Headset,Tangible-Tokens,Tangibility,Usuário único,,
Transparent electrostatic actuator with mesh-structured electrodes for driving tangible icon in tabletop interface,2014.0,Scopus,Study describing digital tabletop techniques,Accepted,,Embedded,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,
Transparent tabletop interface for multiple users on Lumisight Table,2006.0,Scopus,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Gesture, Tangibility",Colaboração presencial,,
Travel Agency Desk Support System Using Interest Degree,2015.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Truesight Battle Grid - Enhancing the Game Experience of Tabletop Role-Playing through Tangible Data Visualization,2020.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,,
TryFilm: Situated Support for Interactive Media Productions,2016.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Turning the tables: an interactive surface for vjing,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
UD Co-Spaces: A Table-Centred Multi-Display Environment for Public Engagement in Urban Design Charrettes,2016.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,SMART Technology Digital Vision Touch (DViT) tabletop,28”
UbiTable: Impromptu face-to-face collaboration on horizontal interactive surfaces,2003.0,Scopus,Study describing digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Under My Finger: Human Factors in Pushing and Rotating Documents Across the Table,2005.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Understanding Collaborative Decision Making Around a Large-Scale Interactive Tabletop,2017.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Pen, Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction Cell Ultra-Thin Bezel (MT553UTB) x4,120”
Understanding designer brainstorms: the effect of analog and digital interfaces on dominance,2012.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Understanding file access mechanisms for embedded Ubicomp collaboration interfaces,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,46”
Understanding flicking on curved surfaces,2012.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Usuário único,BendDesk,42”
Understanding the Attention Demand of Touch and Tangible Interaction on a Composite Task,2019.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense 2,42.5”
Uplift: A Tangible and Immersive Tabletop System for Casual Collaborative Visual Analytics,2021.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Headset","Electrical-Based, Eye-Tracking, Pure-Vision-Based, Tangible-Tokens, Wearables","Gaze, Gesture, Multi-touch, Tangibility",Colaboração presencial,,"46"""
Usability of technology supported social competence training for children on the Autism Spectrum,2011.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,DiamondTouch,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Usage of Interactive Event Timelines in Collaborative Digital Tabletops Involving Automation,2016.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
Using Digital Tabletops to Support Distributed Agile Planning Meetings,2009.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,SMART Board,
Using a tangible interactive tabletop to learn at school: empirical studies in the wild,2016.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense 2,42.5”
Using digital board games for genuine communication in EFL classrooms,2014.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,SMART Board,
Utilizing Digital Tabletops in Collocated Agile Planning Meetings,2008.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Pen, Sensor-Assisted-Vision-Based, Sound-Based","Speech, Touch",Colaboração presencial,,
Utilizing Smartphones as a Multi-Device Single Display Groupware to Design Collaborative Games,2017.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Multi-Device,Electrical-Based,Multi-touch,Colaboração presencial,,
Various tangible devices suitable for mixed reality interactions,2010.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Gesture, Tangibility",Usuário único,,
Venice unfolding: A tangible user interface for exploring faceted data in a geographical context,2010.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
"Villains, architects and micro-managers: what tabula rasa teaches us about game orchestration",2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,46”
Vision-Based Projected Tabletop Interface for Finger Interactions,2007.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Front-Projected,Pure-Vision-Based,Touch,Usuário único,,
Visual Object Interface Signifier of Museum Application for Large Display,2017.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Microsoft SUR40 tabletop,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
